a_pred,a_true,idx,qa_idx,video_name,question,ans
B,B,0213,00971_0,videos/UCF101_timeconcat/v_ThrowDiscus_g07_c06.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0214,00416_2,videos/UCF101_timeconcat/v_Diving_g05_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0215,00000_3,videos/UCF101_timeconcat/v_PoleVault_g02_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
A,A,0216,00118_1,videos/UCF101_timeconcat/v_TennisSwing_g05_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0217,00286_1,videos/UCF101_timeconcat/v_BandMarching_g05_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0218,00058_1,videos/UCF101_timeconcat/v_HammerThrow_g02_c06.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0219,00288_2,videos/UCF101_timeconcat/v_ParallelBars_g07_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0220,01087_1,videos/UCF101_timeconcat/v_VolleyballSpiking_g01_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0221,01071_2,videos/UCF101_timeconcat/v_MilitaryParade_g05_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,A,0222,00240_1,videos/UCF101_timeconcat/v_FrisbeeCatch_g05_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0223,00043_2,videos/UCF101_timeconcat/v_Skiing_g06_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0224,01400_0,videos/UCF101_timeconcat/v_UnevenBars_g03_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0225,00780_0,videos/UCF101_timeconcat/v_Skijet_g02_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
