a_pred,a_true,dataset,task,idx,vid
D,D,TVBench/Action Localization,video/QA,997,action_localization/AFIRW.mp4
D,D,TVBench/Action Localization,video/QA,998,action_localization/K6W5I.mp4
D,D,TVBench/Action Localization,video/QA,999,action_localization/ZZ3HT.mp4
A,A,TVBench/Action Localization,video/QA,1000,action_localization/4NHRT.mp4
B,A,TVBench/Action Localization,video/QA,1001,action_localization/W0XPU.mp4
D,D,TVBench/Action Localization,video/QA,1002,action_localization/3J9L5.mp4
B,B,TVBench/Action Localization,video/QA,1003,action_localization/4H935.mp4
A,A,TVBench/Action Localization,video/QA,1004,action_localization/HLB3J.mp4
D,B,TVBench/Action Localization,video/QA,1005,action_localization/AGGSE.mp4
D,A,TVBench/Action Localization,video/QA,1006,action_localization/Y0MCG.mp4
B,B,TVBench/Action Localization,video/QA,1007,action_localization/VFAE3.mp4
C,C,TVBench/Action Localization,video/QA,1008,action_localization/HSKVH.mp4
C,C,TVBench/Action Localization,video/QA,1009,action_localization/V26U3.mp4
D,B,TVBench/Action Localization,video/QA,1010,action_localization/0PVKV.mp4
C,C,TVBench/Action Localization,video/QA,1011,action_localization/PCNUP.mp4
D,B,TVBench/Action Localization,video/QA,1012,action_localization/GAOV2.mp4
D,D,TVBench/Action Localization,video/QA,1013,action_localization/GLSU2.mp4
B,B,TVBench/Action Localization,video/QA,1014,action_localization/65UVU.mp4
A,A,TVBench/Action Localization,video/QA,1015,action_localization/SM4AO.mp4
B,A,TVBench/Action Sequence,video/QA,1016,action_sequence/6H78U.mp4
A,A,TVBench/Action Sequence,video/QA,1017,action_sequence/OY3LS.mp4
B,B,TVBench/Action Sequence,video/QA,1018,action_sequence/OY3LS.mp4
B,B,TVBench/Action Sequence,video/QA,1019,action_sequence/OY3LS.mp4
A,A,TVBench/Action Sequence,video/QA,1020,action_sequence/KQDX6.mp4
A,A,TVBench/Action Sequence,video/QA,1021,action_sequence/GKH0F.mp4
A,B,TVBench/Action Sequence,video/QA,1022,action_sequence/H0L5S.mp4
B,B,TVBench/Action Sequence,video/QA,1023,action_sequence/E002I.mp4
B,B,TVBench/Action Sequence,video/QA,1024,action_sequence/WX8N8.mp4
A,A,TVBench/Action Sequence,video/QA,1025,action_sequence/VIN5T.mp4
B,B,TVBench/Action Sequence,video/QA,1026,action_sequence/YB67Z.mp4
A,B,TVBench/Action Sequence,video/QA,1027,action_sequence/A2X7Q.mp4
A,A,TVBench/Action Sequence,video/QA,1028,action_sequence/3XL0K.mp4
B,B,TVBench/Action Sequence,video/QA,1029,action_sequence/ATV2F.mp4
A,A,TVBench/Action Sequence,video/QA,1030,action_sequence/ATV2F.mp4
A,A,TVBench/Action Sequence,video/QA,1031,action_sequence/IWTWJ.mp4
A,A,TVBench/Action Sequence,video/QA,1032,action_sequence/TRHT1.mp4
A,A,TVBench/Action Sequence,video/QA,1033,action_sequence/5NG6Q.mp4
B,B,TVBench/Action Sequence,video/QA,1034,action_sequence/C1DK7.mp4
B,B,TVBench/Action Sequence,video/QA,1035,action_sequence/C1DK7.mp4
A,A,TVBench/Action Sequence,video/QA,1036,action_sequence/V0ZD9.mp4
A,B,TVBench/Action Sequence,video/QA,1037,action_sequence/YJ1KW.mp4
B,A,TVBench/Action Sequence,video/QA,1038,action_sequence/PH5VU.mp4
A,B,TVBench/Action Sequence,video/QA,1039,action_sequence/5C4EK.mp4
A,A,TVBench/Action Sequence,video/QA,1040,action_sequence/NW0KT.mp4
A,B,TVBench/Action Sequence,video/QA,1041,action_sequence/NYHD7.mp4
B,A,TVBench/Action Sequence,video/QA,1042,action_sequence/SS3IL.mp4
B,B,TVBench/Action Sequence,video/QA,1043,action_sequence/ON2Z4.mp4
B,B,TVBench/Action Sequence,video/QA,1044,action_sequence/U5T4M.mp4
A,A,TVBench/Action Sequence,video/QA,1045,action_sequence/U5T4M.mp4
A,A,TVBench/Action Sequence,video/QA,1046,action_sequence/43CCM.mp4
A,B,TVBench/Action Sequence,video/QA,1047,action_sequence/G6ZOB.mp4
A,B,TVBench/Action Sequence,video/QA,1048,action_sequence/03PRW.mp4
A,B,TVBench/Action Sequence,video/QA,1049,action_sequence/03PRW.mp4
B,B,TVBench/Action Sequence,video/QA,1050,action_sequence/WXBEO.mp4
A,A,TVBench/Action Sequence,video/QA,1051,action_sequence/OQ54Y.mp4
A,A,TVBench/Action Sequence,video/QA,1052,action_sequence/BEAAA.mp4
A,B,TVBench/Action Sequence,video/QA,1053,action_sequence/999BP.mp4
A,A,TVBench/Action Sequence,video/QA,1054,action_sequence/IOGR7.mp4
B,B,TVBench/Action Sequence,video/QA,1055,action_sequence/BI6Y4.mp4
A,A,TVBench/Action Sequence,video/QA,1056,action_sequence/4BEZX.mp4
A,B,TVBench/Action Sequence,video/QA,1057,action_sequence/8XXNK.mp4
B,B,TVBench/Action Sequence,video/QA,1058,action_sequence/8XXNK.mp4
A,A,TVBench/Action Sequence,video/QA,1059,action_sequence/Q5YDL.mp4
A,B,TVBench/Action Sequence,video/QA,1060,action_sequence/IIW0F.mp4
A,B,TVBench/Action Sequence,video/QA,1061,action_sequence/VS7VS.mp4
B,B,TVBench/Action Sequence,video/QA,1062,action_sequence/5INX3.mp4
A,A,TVBench/Action Sequence,video/QA,1063,action_sequence/BFH78.mp4
A,A,TVBench/Action Sequence,video/QA,1064,action_sequence/3T785.mp4
A,B,TVBench/Action Sequence,video/QA,1065,action_sequence/3T785.mp4
A,A,TVBench/Action Sequence,video/QA,1066,action_sequence/U33ZS.mp4
B,A,TVBench/Action Sequence,video/QA,1067,action_sequence/V3SOF.mp4
A,A,TVBench/Action Sequence,video/QA,1068,action_sequence/ZVRBL.mp4
A,B,TVBench/Action Sequence,video/QA,1069,action_sequence/2KGV3.mp4
B,A,TVBench/Action Sequence,video/QA,1070,action_sequence/LUQWY.mp4
A,A,TVBench/Action Sequence,video/QA,1071,action_sequence/LD6TD.mp4
B,B,TVBench/Action Sequence,video/QA,1072,action_sequence/RQRRD.mp4
B,A,TVBench/Action Sequence,video/QA,1073,action_sequence/UY0SK.mp4
A,A,TVBench/Action Sequence,video/QA,1074,action_sequence/FQS7O.mp4
A,A,TVBench/Action Sequence,video/QA,1075,action_sequence/FQS7O.mp4
A,B,TVBench/Action Sequence,video/QA,1076,action_sequence/FQS7O.mp4
A,B,TVBench/Action Sequence,video/QA,1077,action_sequence/K9UXS.mp4
A,A,TVBench/Action Sequence,video/QA,1078,action_sequence/1FIGA.mp4
B,A,TVBench/Action Sequence,video/QA,1079,action_sequence/1FIGA.mp4
A,A,TVBench/Action Sequence,video/QA,1080,action_sequence/YMGGV.mp4
B,A,TVBench/Action Sequence,video/QA,1081,action_sequence/HOI88.mp4
A,B,TVBench/Action Sequence,video/QA,1082,action_sequence/AEZDA.mp4
A,A,TVBench/Action Sequence,video/QA,1083,action_sequence/WOD0G.mp4
A,A,TVBench/Action Sequence,video/QA,1084,action_sequence/RXLKF.mp4
B,A,TVBench/Action Sequence,video/QA,1085,action_sequence/NEM29.mp4
B,A,TVBench/Action Sequence,video/QA,1086,action_sequence/78R4Y.mp4
B,A,TVBench/Action Sequence,video/QA,1087,action_sequence/78R4Y.mp4
A,A,TVBench/Action Sequence,video/QA,1088,action_sequence/STAFD.mp4
A,A,TVBench/Action Sequence,video/QA,1089,action_sequence/P2HZG.mp4
B,B,TVBench/Action Sequence,video/QA,1090,action_sequence/2Q3ZJ.mp4
A,A,TVBench/Action Sequence,video/QA,1091,action_sequence/2Q3ZJ.mp4
A,A,TVBench/Action Sequence,video/QA,1092,action_sequence/PDRVY.mp4
B,B,TVBench/Action Sequence,video/QA,1093,action_sequence/AZMVM.mp4
A,B,TVBench/Action Sequence,video/QA,1094,action_sequence/01ZWG.mp4
A,A,TVBench/Action Sequence,video/QA,1095,action_sequence/IO712.mp4
A,A,TVBench/Action Sequence,video/QA,1096,action_sequence/FM078.mp4
A,B,TVBench/Action Sequence,video/QA,1097,action_sequence/X5YL3.mp4
A,A,TVBench/Action Sequence,video/QA,1098,action_sequence/X5YL3.mp4
B,A,TVBench/Action Sequence,video/QA,1099,action_sequence/LH6LE.mp4
A,B,TVBench/Action Sequence,video/QA,1100,action_sequence/6UMSJ.mp4
A,B,TVBench/Action Sequence,video/QA,1101,action_sequence/H8UJ3.mp4
A,B,TVBench/Action Sequence,video/QA,1102,action_sequence/2NV6L.mp4
B,A,TVBench/Action Sequence,video/QA,1103,action_sequence/RRZU3.mp4
B,B,TVBench/Action Sequence,video/QA,1104,action_sequence/ANA5N.mp4
A,A,TVBench/Action Sequence,video/QA,1105,action_sequence/JBJGX.mp4
B,A,TVBench/Action Sequence,video/QA,1106,action_sequence/JBJGX.mp4
B,B,TVBench/Action Sequence,video/QA,1107,action_sequence/9335E.mp4
A,A,TVBench/Action Sequence,video/QA,1108,action_sequence/WLA52.mp4
B,A,TVBench/Action Sequence,video/QA,1109,action_sequence/N2GFQ.mp4
B,B,TVBench/Action Sequence,video/QA,1110,action_sequence/AWITI.mp4
B,B,TVBench/Action Sequence,video/QA,1111,action_sequence/9PXC0.mp4
B,A,TVBench/Action Sequence,video/QA,1112,action_sequence/M704T.mp4
A,A,TVBench/Action Sequence,video/QA,1113,action_sequence/Q7RK6.mp4
A,A,TVBench/Action Sequence,video/QA,1114,action_sequence/K87AC.mp4
A,A,TVBench/Action Sequence,video/QA,1115,action_sequence/ABHC6.mp4
A,A,TVBench/Action Sequence,video/QA,1116,action_sequence/ABHC6.mp4
B,B,TVBench/Action Sequence,video/QA,1117,action_sequence/WBS4I.mp4
A,A,TVBench/Action Sequence,video/QA,1118,action_sequence/OO4FE.mp4
B,B,TVBench/Action Sequence,video/QA,1119,action_sequence/52WDV.mp4
B,B,TVBench/Action Sequence,video/QA,1120,action_sequence/KU656.mp4
A,A,TVBench/Action Sequence,video/QA,1121,action_sequence/TK76G.mp4
A,A,TVBench/Action Sequence,video/QA,1122,action_sequence/3IRHH.mp4
A,B,TVBench/Action Sequence,video/QA,1123,action_sequence/NCRCW.mp4
A,B,TVBench/Action Sequence,video/QA,1124,action_sequence/4MFE0.mp4
A,A,TVBench/Action Sequence,video/QA,1125,action_sequence/LGS4C.mp4
A,A,TVBench/Action Sequence,video/QA,1126,action_sequence/FL6DF.mp4
B,B,TVBench/Action Sequence,video/QA,1127,action_sequence/PQYWB.mp4
A,A,TVBench/Action Sequence,video/QA,1128,action_sequence/NKCXF.mp4
B,B,TVBench/Action Sequence,video/QA,1129,action_sequence/40309.mp4
A,A,TVBench/Action Sequence,video/QA,1130,action_sequence/9X208.mp4
A,A,TVBench/Action Sequence,video/QA,1131,action_sequence/RJCNV.mp4
B,B,TVBench/Action Sequence,video/QA,1132,action_sequence/RJCNV.mp4
B,B,TVBench/Action Sequence,video/QA,1133,action_sequence/2I871.mp4
A,A,TVBench/Action Sequence,video/QA,1134,action_sequence/3FEYY.mp4
A,A,TVBench/Action Sequence,video/QA,1135,action_sequence/34J80.mp4
A,B,TVBench/Action Sequence,video/QA,1136,action_sequence/M52K2.mp4
B,A,TVBench/Action Sequence,video/QA,1137,action_sequence/XLR4B.mp4
A,A,TVBench/Action Sequence,video/QA,1138,action_sequence/XLR4B.mp4
B,A,TVBench/Action Sequence,video/QA,1139,action_sequence/JCNHL.mp4
A,B,TVBench/Action Sequence,video/QA,1140,action_sequence/QXT9W.mp4
B,B,TVBench/Action Sequence,video/QA,1141,action_sequence/CLW8L.mp4
B,A,TVBench/Action Sequence,video/QA,1142,action_sequence/17RPG.mp4
A,A,TVBench/Action Sequence,video/QA,1143,action_sequence/HONL7.mp4
B,A,TVBench/Action Sequence,video/QA,1144,action_sequence/X9WTR.mp4
A,A,TVBench/Action Sequence,video/QA,1145,action_sequence/QRWQ3.mp4
B,B,TVBench/Action Sequence,video/QA,1146,action_sequence/AFTMI.mp4
B,B,TVBench/Action Sequence,video/QA,1147,action_sequence/969Z9.mp4
A,A,TVBench/Action Sequence,video/QA,1148,action_sequence/H51V5.mp4
A,B,TVBench/Action Sequence,video/QA,1149,action_sequence/F0ZPW.mp4
A,B,TVBench/Action Sequence,video/QA,1150,action_sequence/GMMVC.mp4
B,B,TVBench/Action Sequence,video/QA,1151,action_sequence/E0ZBC.mp4
B,B,TVBench/Action Sequence,video/QA,1152,action_sequence/E0ZBC.mp4
B,A,TVBench/Action Sequence,video/QA,1153,action_sequence/81YUE.mp4
A,A,TVBench/Action Sequence,video/QA,1154,action_sequence/D87LI.mp4
B,B,TVBench/Action Sequence,video/QA,1155,action_sequence/D87LI.mp4
B,B,TVBench/Action Sequence,video/QA,1156,action_sequence/2RTH2.mp4
B,B,TVBench/Action Sequence,video/QA,1157,action_sequence/R9NRA.mp4
A,A,TVBench/Action Sequence,video/QA,1158,action_sequence/8IPWO.mp4
A,B,TVBench/Action Sequence,video/QA,1159,action_sequence/DHR83.mp4
B,B,TVBench/Action Sequence,video/QA,1160,action_sequence/DHR83.mp4
A,A,TVBench/Action Sequence,video/QA,1161,action_sequence/XPDI1.mp4
A,A,TVBench/Action Sequence,video/QA,1162,action_sequence/VGAMG.mp4
B,B,TVBench/Action Sequence,video/QA,1163,action_sequence/4P13T.mp4
B,A,TVBench/Action Sequence,video/QA,1164,action_sequence/G87XG.mp4
A,B,TVBench/Action Sequence,video/QA,1165,action_sequence/AS7SG.mp4
B,B,TVBench/Action Sequence,video/QA,1166,action_sequence/B57IW.mp4
A,A,TVBench/Action Sequence,video/QA,1167,action_sequence/8W31Y.mp4
A,A,TVBench/Action Sequence,video/QA,1168,action_sequence/MVPQF.mp4
B,B,TVBench/Action Sequence,video/QA,1169,action_sequence/G4NOT.mp4
A,B,TVBench/Action Sequence,video/QA,1170,action_sequence/BDWIX.mp4
A,A,TVBench/Action Sequence,video/QA,1171,action_sequence/92UB5.mp4
B,B,TVBench/Action Sequence,video/QA,1172,action_sequence/K47J5.mp4
B,B,TVBench/Action Sequence,video/QA,1173,action_sequence/KO80I.mp4
A,A,TVBench/Action Sequence,video/QA,1174,action_sequence/KO80I.mp4
B,B,TVBench/Action Sequence,video/QA,1175,action_sequence/52MV9.mp4
A,B,TVBench/Action Sequence,video/QA,1176,action_sequence/NLWBW.mp4
B,B,TVBench/Action Sequence,video/QA,1177,action_sequence/5FDHU.mp4
B,B,TVBench/Action Sequence,video/QA,1178,action_sequence/3MLVF.mp4
B,B,TVBench/Action Sequence,video/QA,1179,action_sequence/HOZ76.mp4
B,B,TVBench/Action Sequence,video/QA,1180,action_sequence/V9XR6.mp4
B,A,TVBench/Action Sequence,video/QA,1181,action_sequence/EXPOA.mp4
A,B,TVBench/Action Sequence,video/QA,1182,action_sequence/EXPOA.mp4
A,A,TVBench/Action Sequence,video/QA,1183,action_sequence/TAGS2.mp4
A,B,TVBench/Action Sequence,video/QA,1184,action_sequence/YLE12.mp4
A,B,TVBench/Action Sequence,video/QA,1185,action_sequence/I4N6K.mp4
A,B,TVBench/Action Sequence,video/QA,1186,action_sequence/M2XIS.mp4
A,A,TVBench/Action Sequence,video/QA,1187,action_sequence/024PD.mp4
A,B,TVBench/Action Sequence,video/QA,1188,action_sequence/VTIUW.mp4
B,A,TVBench/Action Sequence,video/QA,1189,action_sequence/EO6OI.mp4
A,A,TVBench/Action Sequence,video/QA,1190,action_sequence/A0ZW3.mp4
B,B,TVBench/Action Sequence,video/QA,1191,action_sequence/L8Y8D.mp4
A,B,TVBench/Action Sequence,video/QA,1192,action_sequence/6VF2L.mp4
B,B,TVBench/Action Sequence,video/QA,1193,action_sequence/WBATR.mp4
A,A,TVBench/Action Sequence,video/QA,1194,action_sequence/KFC28.mp4
B,B,TVBench/Action Sequence,video/QA,1195,action_sequence/CSLEP.mp4
A,A,TVBench/Action Sequence,video/QA,1196,action_sequence/8VWV2.mp4
B,B,TVBench/Action Sequence,video/QA,1197,action_sequence/NE37I.mp4
B,A,TVBench/Action Sequence,video/QA,1198,action_sequence/J4RPL.mp4
B,B,TVBench/Action Sequence,video/QA,1199,action_sequence/JOYAJ.mp4
A,A,TVBench/Action Sequence,video/QA,1200,action_sequence/JOYAJ.mp4
A,B,TVBench/Action Sequence,video/QA,1201,action_sequence/I562C.mp4
A,B,TVBench/Action Sequence,video/QA,1202,action_sequence/I562C.mp4
A,A,TVBench/Action Sequence,video/QA,1203,action_sequence/GPR89.mp4
B,B,TVBench/Action Sequence,video/QA,1204,action_sequence/GPR89.mp4
B,B,TVBench/Action Sequence,video/QA,1205,action_sequence/9OMY1.mp4
A,A,TVBench/Action Sequence,video/QA,1206,action_sequence/9OMY1.mp4
A,A,TVBench/Action Sequence,video/QA,1207,action_sequence/JLGLU.mp4
B,A,TVBench/Action Sequence,video/QA,1208,action_sequence/IZ2XX.mp4
A,A,TVBench/Action Sequence,video/QA,1209,action_sequence/1HGEX.mp4
A,A,TVBench/Action Sequence,video/QA,1210,action_sequence/2GQDN.mp4
B,B,TVBench/Action Sequence,video/QA,1211,action_sequence/9M5UE.mp4
B,B,TVBench/Action Sequence,video/QA,1212,action_sequence/9M5UE.mp4
B,A,TVBench/Action Sequence,video/QA,1213,action_sequence/9M5UE.mp4
A,A,TVBench/Action Sequence,video/QA,1214,action_sequence/Y7WEK.mp4
A,A,TVBench/Action Sequence,video/QA,1215,action_sequence/GC1Q1.mp4
A,B,TVBench/Action Sequence,video/QA,1216,action_sequence/0OE6M.mp4
A,A,TVBench/Action Sequence,video/QA,1217,action_sequence/8BBX0.mp4
B,A,TVBench/Action Sequence,video/QA,1218,action_sequence/DGMDT.mp4
B,A,TVBench/Action Sequence,video/QA,1219,action_sequence/5O31N.mp4
B,A,TVBench/Action Sequence,video/QA,1220,action_sequence/O7OD2.mp4
A,B,TVBench/Action Sequence,video/QA,1221,action_sequence/YH70K.mp4
B,B,TVBench/Action Sequence,video/QA,1222,action_sequence/5GPOJ.mp4
A,B,TVBench/Action Sequence,video/QA,1223,action_sequence/5GPOJ.mp4
A,A,TVBench/Action Sequence,video/QA,1224,action_sequence/MY5CQ.mp4
A,B,TVBench/Action Sequence,video/QA,1225,action_sequence/MY5CQ.mp4
B,A,TVBench/Action Sequence,video/QA,1226,action_sequence/MYZLT.mp4
B,B,TVBench/Action Sequence,video/QA,1227,action_sequence/V70F7.mp4
B,B,TVBench/Action Sequence,video/QA,1228,action_sequence/U3ANG.mp4
B,B,TVBench/Action Sequence,video/QA,1229,action_sequence/ZX1R7.mp4
A,A,TVBench/Action Sequence,video/QA,1230,action_sequence/KZODG.mp4
B,B,TVBench/Action Sequence,video/QA,1231,action_sequence/3DO95.mp4
A,A,TVBench/Action Sequence,video/QA,1232,action_sequence/3ND23.mp4
A,A,TVBench/Action Sequence,video/QA,1233,action_sequence/3ND23.mp4
A,A,TVBench/Action Sequence,video/QA,1234,action_sequence/27JQL.mp4
B,B,TVBench/Action Sequence,video/QA,1235,action_sequence/56XKK.mp4
A,A,TVBench/Action Sequence,video/QA,1236,action_sequence/9207X.mp4
B,B,TVBench/Action Sequence,video/QA,1237,action_sequence/MDG2T.mp4
A,A,TVBench/Action Sequence,video/QA,1238,action_sequence/KXCSL.mp4
B,B,TVBench/Action Sequence,video/QA,1239,action_sequence/WV9FZ.mp4
B,B,TVBench/Action Sequence,video/QA,1240,action_sequence/HL5OP.mp4
A,A,TVBench/Action Sequence,video/QA,1241,action_sequence/9AFSH.mp4
B,B,TVBench/Action Sequence,video/QA,1242,action_sequence/CR5G1.mp4
A,B,TVBench/Action Sequence,video/QA,1243,action_sequence/CR5G1.mp4
A,B,TVBench/Action Sequence,video/QA,1244,action_sequence/VS5IY.mp4
A,A,TVBench/Action Sequence,video/QA,1245,action_sequence/VS5IY.mp4
A,B,TVBench/Action Sequence,video/QA,1246,action_sequence/74DPG.mp4
A,A,TVBench/Action Sequence,video/QA,1247,action_sequence/TVCQF.mp4
A,B,TVBench/Action Sequence,video/QA,1248,action_sequence/TVCQF.mp4
A,A,TVBench/Action Sequence,video/QA,1249,action_sequence/XFRYR.mp4
