a_pred,a_true,idx,qa_idx,video_name,question_type,question,answer_list,ans,kl,dataset,category,GT,answer_type,permutated_q,bound
B,A,short_video/Movie_Description/2026_Legion_00.37.05.077-00.37.10.228.mp4_1,temporalbench_short_07654,videos/temporalbench_short/2026_Legion_00.37.05.077-00.37.10.228.mp4,temporalbench_short,"Which caption best describes this video?
A. The man lying on the ground is looking up and speaking to two women who are looking down on him. A women's right hand is around the other woman's shoulders. Then a woman holding a gun with both hands and a man holding a flashlight on his left hand inspects a room.
B. The man lying on the ground is looking up and speaking to two women who are looking down on him. Then a woman holding a gun with both hands and a man holding a flashlight on his left hand inspects a room. A woman's right hand is around the other woman's shoulders.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.063367770289442,Movie_Description,Event Order,A,,,
A,B,short_video/EgoExo4D/iiith_cooking_31_3_start_117.89177_end_124.38445.mp4_5,temporalbench_short_03831,videos/temporalbench_short/iiith_cooking_31_3_start_117.89177_end_124.38445.mp4,temporalbench_short,"Which caption best describes this video?
A. Holding the bowl in the left hand, the person tilts it over the bowl on the counter and scrapes and pours the food into the bowl with a spoon held in right hand. He puts the spoon in the bowl and keeps the bowl on the counter with his left hand. 
B. Holding the bowl in the left hand, the person tilts it over the bowl on the counter and scrapes and pours the food into the bowl with a spoon held in right hand. He puts the spoon in the bowl and keeps the bowl back in the shelf with his left hand.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.0565302873320697,EgoExo4D,Others,B,,,
A,B,short_video/Charades/J6JNK_start_24.0_end_32.0.mp4_2,temporalbench_short_07282,videos/temporalbench_short/J6JNK_start_24.0_end_32.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A young woman sits on a bed, reaches out with her left hand to open the bedroom door, and slowly rises to stand, facing the door as it opens. 
B. A young woman sits on a bed, reaches out with her left hand to close the bedroom door, and slowly rises to stand, facing the door as it shuts.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.043512569541856,Charades,Action Type,B,,,
B,B,short_video/Charades/FQGW4_start_19.9_end_25.4.mp4_5,temporalbench_short_07316,videos/temporalbench_short/FQGW4_start_19.9_end_25.4.mp4,temporalbench_short,"Which caption best describes this video?
A. A man takes a sip of the milk from the glass, then picks up a glass of milk off of the table with his right hand. He takes a step forward and spins to his left and transfers the milk to his left hand while the scene in the TV is moving to the left. He takes a seat in the chair behind him in front of the TV. A woman is nodding in the TV.
B. A man picks up a glass of milk off of the table with his right hand. He then takes a step forward and spins to his left and transfers the milk to his left hand while the scene in the TV is moving to the left. He takes a seat in the chair behind him in front of the TV. He then takes a sip of the milk from the glass. A woman is nodding in the TV.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.0431846633877928,Charades,Event Order,B,,,
B,A,short_video/Movie_Description/2040_The_Ugly_Truth_01.04.22.197-01.04.27.278.mp4_6,temporalbench_short_04987,videos/temporalbench_short/2040_The_Ugly_Truth_01.04.22.197-01.04.27.278.mp4,temporalbench_short,"Which caption best describes this video?
A. A woman takes out the luggage from the tax and turns around to stand up. She looks to her right and then to her left to look at the man. People in the background walk around.
B. A woman looks to her left and then to her right to look at the man. She turns around to stand up and then takes out the luggage from the taxi. People in the background walk around.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.0389165859354454,Movie_Description,Event Order,A,,,
B,A,short_video/Charades/E6RD3_start_19.8_end_26.0.mp4_3,temporalbench_short_07501,videos/temporalbench_short/E6RD3_start_19.8_end_26.0.mp4,temporalbench_short,"Which caption best describes this video?
A. The man pushes the hat on his head with his left hand. He picks up the brush with his right hand and holds it with both his hands. He then lifts his right leg up and walks forward. He opens the door with his right hand and walks in.
B. The man picks up the brush with his right hand and holds it with both his hands. He pushes the hat on his head with his left hand. He then lifts his right leg up and walks forward. He opens the door with his right hand and walks in.
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.034031875834327,Charades,Event Order,A,,,
B,B,short_video/ActivityNet/HWV_ccmZVPA_start_35.73_end_50.32.mp4_4,temporalbench_short_00249,videos/temporalbench_short/HWV_ccmZVPA_start_35.73_end_50.32.mp4,temporalbench_short,"Which caption best describes this video?
A. A group of women smile and hold each other by their outstretched arms and kick their legs up. There are more people in the background dancing similarly. People are standing in a crowd with hands stretched above their heads and touching each other. A person who is standing plays the guitar in front of a crowd. The person sings into the microphone with his eyes closed. A shadow of a person raises her hand up in the air. 
B. A group of women smile and hold each other by their outstretched arms and kick their legs up. There are more people in the background dancing similarly. People are standing in a crowd with hands stretched above their heads and touching each other. A person who is sitting plays the guitar in front of a crowd. The person sings into the microphone with his eyes closed. A shadow of a person raises her hand up in the air.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.026788590315604,ActivityNet,Others,B,,,
B,B,short_video/EgoExo4D/iiith_cooking_32_1_start_26.05088_end_33.69702.mp4_6,temporalbench_short_02457,videos/temporalbench_short/iiith_cooking_32_1_start_26.05088_end_33.69702.mp4,temporalbench_short,"Which caption best describes this video?
A. Someone goes to a cabinet and grabs a blue lighter with the left and places it in right hand and proceeds to use it to light the stove. Then they use their left hand to turn on the stove. Then move the lighter back to the cabinet with right hand.
B. Someone using their left hand to turn on a stove. Then they go to a cabinet and grab a blue lighter with the left and place it in right hand and proceed to use it to light the stove. Then move it back to cabinet with right hand.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,1.0026029207081881,EgoExo4D,Event Order,B,,,
B,A,short_video/Oops/That's A Sideways Wheelie! - Throwback Thursday (August 2017) _ FailArmy108_mute.mp4_4,temporalbench_short_09399,videos/temporalbench_short/That's A Sideways Wheelie! - Throwback Thursday (August 2017) _ FailArmy108_mute.mp4,temporalbench_short,"Which caption best describes this video?
A. A kid at the peak of a sand hill sits on a bike, and then rides down. As he hits the base of the hill, he falls over to the left side with the bike, lying down on the floor entangled with the bike.
B. A kid at the peak of a sand hill sits on a bike, and then rides down. As he hits the base of the hill, he falls over to the left side off the bike, lying down on the floor with the bike a short distance away. 
Answer with the option's letter from the given choices directly.","['A', 'B']",A,1.0019522276183608,Oops,Action Type,A,,,
B,B,short_video/COIN/Ab7MgLpaeCY_start_71.0_end_81.0.mp4_3,temporalbench_short_01463,videos/temporalbench_short/Ab7MgLpaeCY_start_71.0_end_81.0.mp4,temporalbench_short,"Which caption best describes this video?
A. A woman is speaking while she is handling an air filter with both hands. Using her right hand to hold in place the filter device, the left hand pulls the filter out of its place in the device. Both hands then pick up the outer shield of the filter from the table. 
B. A woman is speaking while she is handling an an air filter with both hands. Using her right hand to hold in place the filter device, the left hand pushes the filter into its place in the device. Both hands then pick up the outer shield of the filter from the table.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.9991038222620231,COIN,Action Type,B,,,
B,B,short_video/Movie_Description/2054_Harry_Potter_and_the_prisoner_of_azkaban_00.24.41.581-00.24.49.963.mp4_7,temporalbench_short_04893,videos/temporalbench_short/2054_Harry_Potter_and_the_prisoner_of_azkaban_00.24.41.581-00.24.49.963.mp4,temporalbench_short,"Which caption best describes this video?
A. The children stand in a group and say something. The older man stands up, puts up his hands and says something. The frogs in their hands open their mouth and say something. They turn and leave. The people seated at the table in the background clap their hands.
B. The children stand in a group and say something. The frogs in their hands open their mouth and say something.  They turn and leave. The older man stands up, puts up his hands and says something. The people seated at the table in the background clap their hands.
Answer with the option's letter from the given choices directly.","['A', 'B']",B,0.9906442614203163,Movie_Description,Event Order,B,,,
